Variable1;Valor1;Variable2;Valor2;Variable3;Valor3;Variable4;Valor4;Variable5;Valor5;PERIODO;VALOR
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;ZONAS TURÍSTICAS;Galicia: Costa A Mariña Lucense (Lugo);RESIDENCIA/ORIGEN;Residentes en España;Concepto turístico;Viajero;2011M10;218
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;ZONAS TURÍSTICAS;Galicia: Costa A Mariña Lucense (Lugo);RESIDENCIA/ORIGEN;Residentes en España;Concepto turístico;Viajero;2011M09;522
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;ZONAS TURÍSTICAS;Galicia: Costa A Mariña Lucense (Lugo);RESIDENCIA/ORIGEN;Residentes en España;Concepto turístico;Viajero;2011M08;1.354
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;ZONAS TURÍSTICAS;Galicia: Costa A Mariña Lucense (Lugo);RESIDENCIA/ORIGEN;Residentes en España;Concepto turístico;Viajero;2011M07;1.095
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;ZONAS TURÍSTICAS;Galicia: Costa A Mariña Lucense (Lugo);RESIDENCIA/ORIGEN;Residentes en España;Concepto turístico;Viajero;2011M06;280
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;ZONAS TURÍSTICAS;Galicia: Costa A Mariña Lucense (Lugo);RESIDENCIA/ORIGEN;Residentes en España;Concepto turístico;Viajero;2011M05;146
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;ZONAS TURÍSTICAS;Galicia: Costa A Mariña Lucense (Lugo);RESIDENCIA/ORIGEN;Residentes en España;Concepto turístico;Viajero;2011M04;119
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;ZONAS TURÍSTICAS;Galicia: Costa A Mariña Lucense (Lugo);RESIDENCIA/ORIGEN;Residentes en España;Concepto turístico;Viajero;2011M03;152
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;ZONAS TURÍSTICAS;Galicia: Costa A Mariña Lucense (Lugo);RESIDENCIA/ORIGEN;Residentes en España;Concepto turístico;Viajero;2011M02;59
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;ZONAS TURÍSTICAS;Galicia: Costa A Mariña Lucense (Lugo);RESIDENCIA/ORIGEN;Residentes en España;Concepto turístico;Viajero;2011M01;..
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;ZONAS TURÍSTICAS;Galicia: Costa A Mariña Lucense (Lugo);RESIDENCIA/ORIGEN;Residentes en España;Concepto turístico;Viajero;2010M12;365
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;ZONAS TURÍSTICAS;Galicia: Costa A Mariña Lucense (Lugo);RESIDENCIA/ORIGEN;Residentes en España;Concepto turístico;Viajero;2010M11;232
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;ZONAS TURÍSTICAS;Galicia: Costa A Mariña Lucense (Lugo);RESIDENCIA/ORIGEN;Residentes en España;Concepto turístico;Viajero;2010M10;513
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;ZONAS TURÍSTICAS;Galicia: Costa A Mariña Lucense (Lugo);RESIDENCIA/ORIGEN;Residentes en España;Concepto turístico;Viajero;2010M09;750
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;ZONAS TURÍSTICAS;Galicia: Costa A Mariña Lucense (Lugo);RESIDENCIA/ORIGEN;Residentes en España;Concepto turístico;Viajero;2010M08;2.259
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;ZONAS TURÍSTICAS;Galicia: Costa A Mariña Lucense (Lugo);RESIDENCIA/ORIGEN;Residentes en España;Concepto turístico;Viajero;2010M07;1.428
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;ZONAS TURÍSTICAS;Galicia: Costa A Mariña Lucense (Lugo);RESIDENCIA/ORIGEN;Residentes en España;Concepto turístico;Viajero;2010M06;442
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;ZONAS TURÍSTICAS;Galicia: Costa A Mariña Lucense (Lugo);RESIDENCIA/ORIGEN;Residentes en España;Concepto turístico;Viajero;2010M05;422
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;ZONAS TURÍSTICAS;Galicia: Costa A Mariña Lucense (Lugo);RESIDENCIA/ORIGEN;Residentes en España;Concepto turístico;Viajero;2010M04;408
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;ZONAS TURÍSTICAS;Galicia: Costa A Mariña Lucense (Lugo);RESIDENCIA/ORIGEN;Residentes en España;Concepto turístico;Viajero;2010M03;246
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;ZONAS TURÍSTICAS;Galicia: Costa A Mariña Lucense (Lugo);RESIDENCIA/ORIGEN;Residentes en España;Concepto turístico;Viajero;2010M02;62
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;ZONAS TURÍSTICAS;Galicia: Costa A Mariña Lucense (Lugo);RESIDENCIA/ORIGEN;Residentes en España;Concepto turístico;Viajero;2010M01;38
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;ZONAS TURÍSTICAS;Galicia: Costa A Mariña Lucense (Lugo);RESIDENCIA/ORIGEN;Residentes en España;Concepto turístico;Viajero;2009M12;289
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;ZONAS TURÍSTICAS;Galicia: Costa A Mariña Lucense (Lugo);RESIDENCIA/ORIGEN;Residentes en España;Concepto turístico;Viajero;2009M11;431
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;ZONAS TURÍSTICAS;Galicia: Costa A Mariña Lucense (Lugo);RESIDENCIA/ORIGEN;Residentes en España;Concepto turístico;Viajero;2009M10;841
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;ZONAS TURÍSTICAS;Galicia: Costa A Mariña Lucense (Lugo);RESIDENCIA/ORIGEN;Residentes en España;Concepto turístico;Viajero;2009M09;1.023
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;ZONAS TURÍSTICAS;Galicia: Costa A Mariña Lucense (Lugo);RESIDENCIA/ORIGEN;Residentes en España;Concepto turístico;Viajero;2009M08;2.418
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;ZONAS TURÍSTICAS;Galicia: Costa A Mariña Lucense (Lugo);RESIDENCIA/ORIGEN;Residentes en España;Concepto turístico;Viajero;2009M07;1.732
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;ZONAS TURÍSTICAS;Galicia: Costa A Mariña Lucense (Lugo);RESIDENCIA/ORIGEN;Residentes en España;Concepto turístico;Viajero;2009M06;845
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;ZONAS TURÍSTICAS;Galicia: Costa A Mariña Lucense (Lugo);RESIDENCIA/ORIGEN;Residentes en España;Concepto turístico;Viajero;2009M05;372
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;ZONAS TURÍSTICAS;Galicia: Costa A Mariña Lucense (Lugo);RESIDENCIA/ORIGEN;Residentes en España;Concepto turístico;Viajero;2009M04;706
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;ZONAS TURÍSTICAS;Galicia: Costa A Mariña Lucense (Lugo);RESIDENCIA/ORIGEN;Residentes en España;Concepto turístico;Viajero;2009M03;498
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;ZONAS TURÍSTICAS;Galicia: Costa A Mariña Lucense (Lugo);RESIDENCIA/ORIGEN;Residentes en España;Concepto turístico;Viajero;2009M02;316
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;ZONAS TURÍSTICAS;Galicia: Costa A Mariña Lucense (Lugo);RESIDENCIA/ORIGEN;Residentes en España;Concepto turístico;Viajero;2009M01;83
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;ZONAS TURÍSTICAS;Galicia: Costa A Mariña Lucense (Lugo);RESIDENCIA/ORIGEN;Residentes en España;Concepto turístico;Viajero;2008M12;414
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;ZONAS TURÍSTICAS;Galicia: Costa A Mariña Lucense (Lugo);RESIDENCIA/ORIGEN;Residentes en España;Concepto turístico;Viajero;2008M11;363
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;ZONAS TURÍSTICAS;Galicia: Costa A Mariña Lucense (Lugo);RESIDENCIA/ORIGEN;Residentes en España;Concepto turístico;Viajero;2008M10;620
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;ZONAS TURÍSTICAS;Galicia: Costa A Mariña Lucense (Lugo);RESIDENCIA/ORIGEN;Residentes en España;Concepto turístico;Viajero;2008M09;952
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;ZONAS TURÍSTICAS;Galicia: Costa A Mariña Lucense (Lugo);RESIDENCIA/ORIGEN;Residentes en España;Concepto turístico;Viajero;2008M08;2.251
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;ZONAS TURÍSTICAS;Galicia: Costa A Mariña Lucense (Lugo);RESIDENCIA/ORIGEN;Residentes en España;Concepto turístico;Viajero;2008M07;1.329
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;ZONAS TURÍSTICAS;Galicia: Costa A Mariña Lucense (Lugo);RESIDENCIA/ORIGEN;Residentes en España;Concepto turístico;Viajero;2008M06;574
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;ZONAS TURÍSTICAS;Galicia: Costa A Mariña Lucense (Lugo);RESIDENCIA/ORIGEN;Residentes en España;Concepto turístico;Viajero;2008M05;664
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;ZONAS TURÍSTICAS;Galicia: Costa A Mariña Lucense (Lugo);RESIDENCIA/ORIGEN;Residentes en España;Concepto turístico;Viajero;2008M04;374
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;ZONAS TURÍSTICAS;Galicia: Costa A Mariña Lucense (Lugo);RESIDENCIA/ORIGEN;Residentes en España;Concepto turístico;Viajero;2008M03;556
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;ZONAS TURÍSTICAS;Galicia: Costa A Mariña Lucense (Lugo);RESIDENCIA/ORIGEN;Residentes en España;Concepto turístico;Viajero;2008M02;385
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;ZONAS TURÍSTICAS;Galicia: Costa A Mariña Lucense (Lugo);RESIDENCIA/ORIGEN;Residentes en España;Concepto turístico;Viajero;2008M01;231
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;ZONAS TURÍSTICAS;Galicia: Costa A Mariña Lucense (Lugo);RESIDENCIA/ORIGEN;Residentes en España;Concepto turístico;Viajero;2007M12;500
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;ZONAS TURÍSTICAS;Galicia: Costa A Mariña Lucense (Lugo);RESIDENCIA/ORIGEN;Residentes en España;Concepto turístico;Viajero;2007M11;414
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;ZONAS TURÍSTICAS;Galicia: Costa A Mariña Lucense (Lugo);RESIDENCIA/ORIGEN;Residentes en España;Concepto turístico;Viajero;2007M10;662
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;ZONAS TURÍSTICAS;Galicia: Costa A Mariña Lucense (Lugo);RESIDENCIA/ORIGEN;Residentes en España;Concepto turístico;Viajero;2007M09;1.005
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;ZONAS TURÍSTICAS;Galicia: Costa A Mariña Lucense (Lugo);RESIDENCIA/ORIGEN;Residentes en España;Concepto turístico;Viajero;2007M08;2.086
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;ZONAS TURÍSTICAS;Galicia: Costa A Mariña Lucense (Lugo);RESIDENCIA/ORIGEN;Residentes en España;Concepto turístico;Viajero;2007M07;1.016
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;ZONAS TURÍSTICAS;Galicia: Costa A Mariña Lucense (Lugo);RESIDENCIA/ORIGEN;Residentes en España;Concepto turístico;Viajero;2007M06;655
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;ZONAS TURÍSTICAS;Galicia: Costa A Mariña Lucense (Lugo);RESIDENCIA/ORIGEN;Residentes en España;Concepto turístico;Viajero;2007M05;476
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;ZONAS TURÍSTICAS;Galicia: Costa A Mariña Lucense (Lugo);RESIDENCIA/ORIGEN;Residentes en España;Concepto turístico;Viajero;2007M04;638
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;ZONAS TURÍSTICAS;Galicia: Costa A Mariña Lucense (Lugo);RESIDENCIA/ORIGEN;Residentes en España;Concepto turístico;Viajero;2007M03;325
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;ZONAS TURÍSTICAS;Galicia: Costa A Mariña Lucense (Lugo);RESIDENCIA/ORIGEN;Residentes en España;Concepto turístico;Viajero;2007M02;186
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;ZONAS TURÍSTICAS;Galicia: Costa A Mariña Lucense (Lugo);RESIDENCIA/ORIGEN;Residentes en España;Concepto turístico;Viajero;2007M01;267
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;ZONAS TURÍSTICAS;Galicia: Costa A Mariña Lucense (Lugo);RESIDENCIA/ORIGEN;Residentes en España;Concepto turístico;Viajero;2006M12;329
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;ZONAS TURÍSTICAS;Galicia: Costa A Mariña Lucense (Lugo);RESIDENCIA/ORIGEN;Residentes en España;Concepto turístico;Viajero;2006M11;259
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;ZONAS TURÍSTICAS;Galicia: Costa A Mariña Lucense (Lugo);RESIDENCIA/ORIGEN;Residentes en España;Concepto turístico;Viajero;2006M10;363
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;ZONAS TURÍSTICAS;Galicia: Costa A Mariña Lucense (Lugo);RESIDENCIA/ORIGEN;Residentes en España;Concepto turístico;Viajero;2006M09;902
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;ZONAS TURÍSTICAS;Galicia: Costa A Mariña Lucense (Lugo);RESIDENCIA/ORIGEN;Residentes en España;Concepto turístico;Viajero;2006M08;2.309
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;ZONAS TURÍSTICAS;Galicia: Costa A Mariña Lucense (Lugo);RESIDENCIA/ORIGEN;Residentes en España;Concepto turístico;Viajero;2006M07;1.356
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;ZONAS TURÍSTICAS;Galicia: Costa A Mariña Lucense (Lugo);RESIDENCIA/ORIGEN;Residentes en España;Concepto turístico;Viajero;2006M06;465
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;ZONAS TURÍSTICAS;Galicia: Costa A Mariña Lucense (Lugo);RESIDENCIA/ORIGEN;Residentes en España;Concepto turístico;Viajero;2006M05;410
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;ZONAS TURÍSTICAS;Galicia: Costa A Mariña Lucense (Lugo);RESIDENCIA/ORIGEN;Residentes en España;Concepto turístico;Viajero;2006M04;691
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;ZONAS TURÍSTICAS;Galicia: Costa A Mariña Lucense (Lugo);RESIDENCIA/ORIGEN;Residentes en España;Concepto turístico;Viajero;2006M03;167
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;ZONAS TURÍSTICAS;Galicia: Costa A Mariña Lucense (Lugo);RESIDENCIA/ORIGEN;Residentes en España;Concepto turístico;Viajero;2006M02;183
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;ZONAS TURÍSTICAS;Galicia: Costa A Mariña Lucense (Lugo);RESIDENCIA/ORIGEN;Residentes en España;Concepto turístico;Viajero;2006M01;131
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;ZONAS TURÍSTICAS;Galicia: Costa A Mariña Lucense (Lugo);RESIDENCIA/ORIGEN;Residentes en España;Concepto turístico;Viajero;2005M12;236
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;ZONAS TURÍSTICAS;Galicia: Costa A Mariña Lucense (Lugo);RESIDENCIA/ORIGEN;Residentes en España;Concepto turístico;Viajero;2005M11;270
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;ZONAS TURÍSTICAS;Galicia: Costa A Mariña Lucense (Lugo);RESIDENCIA/ORIGEN;Residentes en España;Concepto turístico;Viajero;2005M10;530
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;ZONAS TURÍSTICAS;Galicia: Costa A Mariña Lucense (Lugo);RESIDENCIA/ORIGEN;Residentes en España;Concepto turístico;Viajero;2005M09;1.207
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;ZONAS TURÍSTICAS;Galicia: Costa A Mariña Lucense (Lugo);RESIDENCIA/ORIGEN;Residentes en España;Concepto turístico;Viajero;2005M08;1.802
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;ZONAS TURÍSTICAS;Galicia: Costa A Mariña Lucense (Lugo);RESIDENCIA/ORIGEN;Residentes en España;Concepto turístico;Viajero;2005M07;1.923
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;ZONAS TURÍSTICAS;Galicia: Costa A Mariña Lucense (Lugo);RESIDENCIA/ORIGEN;Residentes en España;Concepto turístico;Viajero;2005M06;528
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;ZONAS TURÍSTICAS;Galicia: Costa A Mariña Lucense (Lugo);RESIDENCIA/ORIGEN;Residentes en España;Concepto turístico;Viajero;2005M05;535
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;ZONAS TURÍSTICAS;Galicia: Costa A Mariña Lucense (Lugo);RESIDENCIA/ORIGEN;Residentes en España;Concepto turístico;Viajero;2005M04;318
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;ZONAS TURÍSTICAS;Galicia: Costa A Mariña Lucense (Lugo);RESIDENCIA/ORIGEN;Residentes en España;Concepto turístico;Viajero;2005M03;555
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;ZONAS TURÍSTICAS;Galicia: Costa A Mariña Lucense (Lugo);RESIDENCIA/ORIGEN;Residentes en España;Concepto turístico;Viajero;2005M02;210
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;ZONAS TURÍSTICAS;Galicia: Costa A Mariña Lucense (Lugo);RESIDENCIA/ORIGEN;Residentes en España;Concepto turístico;Viajero;2005M01;142
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;ZONAS TURÍSTICAS;Galicia: Costa Da Morte (A Coruña);RESIDENCIA/ORIGEN;Residentes en España;Concepto turístico;Viajero;2025M11;.
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;ZONAS TURÍSTICAS;Galicia: Costa Da Morte (A Coruña);RESIDENCIA/ORIGEN;Residentes en España;Concepto turístico;Viajero;2025M10;.
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;ZONAS TURÍSTICAS;Galicia: Costa Da Morte (A Coruña);RESIDENCIA/ORIGEN;Residentes en España;Concepto turístico;Viajero;2025M09;.
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;ZONAS TURÍSTICAS;Galicia: Costa Da Morte (A Coruña);RESIDENCIA/ORIGEN;Residentes en España;Concepto turístico;Viajero;2025M08;.
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;ZONAS TURÍSTICAS;Galicia: Costa Da Morte (A Coruña);RESIDENCIA/ORIGEN;Residentes en España;Concepto turístico;Viajero;2025M07;.
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;ZONAS TURÍSTICAS;Galicia: Costa Da Morte (A Coruña);RESIDENCIA/ORIGEN;Residentes en España;Concepto turístico;Viajero;2025M06;.
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;ZONAS TURÍSTICAS;Galicia: Costa Da Morte (A Coruña);RESIDENCIA/ORIGEN;Residentes en España;Concepto turístico;Viajero;2025M05;.
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;ZONAS TURÍSTICAS;Galicia: Costa Da Morte (A Coruña);RESIDENCIA/ORIGEN;Residentes en España;Concepto turístico;Viajero;2025M04;.
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;ZONAS TURÍSTICAS;Galicia: Costa Da Morte (A Coruña);RESIDENCIA/ORIGEN;Residentes en España;Concepto turístico;Viajero;2025M03;.
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;ZONAS TURÍSTICAS;Galicia: Costa Da Morte (A Coruña);RESIDENCIA/ORIGEN;Residentes en España;Concepto turístico;Viajero;2025M02;.
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;ZONAS TURÍSTICAS;Galicia: Costa Da Morte (A Coruña);RESIDENCIA/ORIGEN;Residentes en España;Concepto turístico;Viajero;2025M01;.
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;ZONAS TURÍSTICAS;Galicia: Costa Da Morte (A Coruña);RESIDENCIA/ORIGEN;Residentes en España;Concepto turístico;Viajero;2024M12;.
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;ZONAS TURÍSTICAS;Galicia: Costa Da Morte (A Coruña);RESIDENCIA/ORIGEN;Residentes en España;Concepto turístico;Viajero;2024M11;346
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;ZONAS TURÍSTICAS;Galicia: Costa Da Morte (A Coruña);RESIDENCIA/ORIGEN;Residentes en España;Concepto turístico;Viajero;2024M10;410
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;ZONAS TURÍSTICAS;Galicia: Costa Da Morte (A Coruña);RESIDENCIA/ORIGEN;Residentes en España;Concepto turístico;Viajero;2024M09;715
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;ZONAS TURÍSTICAS;Galicia: Costa Da Morte (A Coruña);RESIDENCIA/ORIGEN;Residentes en España;Concepto turístico;Viajero;2024M08;1.282
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;ZONAS TURÍSTICAS;Galicia: Costa Da Morte (A Coruña);RESIDENCIA/ORIGEN;Residentes en España;Concepto turístico;Viajero;2024M07;635
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;ZONAS TURÍSTICAS;Galicia: Costa Da Morte (A Coruña);RESIDENCIA/ORIGEN;Residentes en España;Concepto turístico;Viajero;2024M06;395
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;ZONAS TURÍSTICAS;Galicia: Costa Da Morte (A Coruña);RESIDENCIA/ORIGEN;Residentes en España;Concepto turístico;Viajero;2024M05;257
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;ZONAS TURÍSTICAS;Galicia: Costa Da Morte (A Coruña);RESIDENCIA/ORIGEN;Residentes en España;Concepto turístico;Viajero;2024M04;253
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;ZONAS TURÍSTICAS;Galicia: Costa Da Morte (A Coruña);RESIDENCIA/ORIGEN;Residentes en España;Concepto turístico;Viajero;2024M03;289
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;ZONAS TURÍSTICAS;Galicia: Costa Da Morte (A Coruña);RESIDENCIA/ORIGEN;Residentes en España;Concepto turístico;Viajero;2024M02;.
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;ZONAS TURÍSTICAS;Galicia: Costa Da Morte (A Coruña);RESIDENCIA/ORIGEN;Residentes en España;Concepto turístico;Viajero;2024M01;.
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;ZONAS TURÍSTICAS;Galicia: Rías Altas (A Coruña);RESIDENCIA/ORIGEN;Residentes en España;Concepto turístico;Viajero;2025M11;.
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;ZONAS TURÍSTICAS;Galicia: Rías Altas (A Coruña);RESIDENCIA/ORIGEN;Residentes en España;Concepto turístico;Viajero;2025M10;985
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;ZONAS TURÍSTICAS;Galicia: Rías Altas (A Coruña);RESIDENCIA/ORIGEN;Residentes en España;Concepto turístico;Viajero;2025M09;1.362
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;ZONAS TURÍSTICAS;Galicia: Rías Altas (A Coruña);RESIDENCIA/ORIGEN;Residentes en España;Concepto turístico;Viajero;2025M08;2.247
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;ZONAS TURÍSTICAS;Galicia: Rías Altas (A Coruña);RESIDENCIA/ORIGEN;Residentes en España;Concepto turístico;Viajero;2025M07;1.686
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;ZONAS TURÍSTICAS;Galicia: Rías Altas (A Coruña);RESIDENCIA/ORIGEN;Residentes en España;Concepto turístico;Viajero;2025M06;696
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;ZONAS TURÍSTICAS;Galicia: Rías Altas (A Coruña);RESIDENCIA/ORIGEN;Residentes en España;Concepto turístico;Viajero;2025M05;745
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;ZONAS TURÍSTICAS;Galicia: Rías Altas (A Coruña);RESIDENCIA/ORIGEN;Residentes en España;Concepto turístico;Viajero;2025M04;429
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;ZONAS TURÍSTICAS;Galicia: Rías Altas (A Coruña);RESIDENCIA/ORIGEN;Residentes en España;Concepto turístico;Viajero;2025M03;.
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;ZONAS TURÍSTICAS;Galicia: Rías Altas (A Coruña);RESIDENCIA/ORIGEN;Residentes en España;Concepto turístico;Viajero;2025M02;.
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;ZONAS TURÍSTICAS;Galicia: Rías Altas (A Coruña);RESIDENCIA/ORIGEN;Residentes en España;Concepto turístico;Viajero;2025M01;.
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;ZONAS TURÍSTICAS;Galicia: Rías Altas (A Coruña);RESIDENCIA/ORIGEN;Residentes en España;Concepto turístico;Viajero;2024M12;.
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;ZONAS TURÍSTICAS;Galicia: Rías Altas (A Coruña);RESIDENCIA/ORIGEN;Residentes en España;Concepto turístico;Viajero;2024M11;.
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;ZONAS TURÍSTICAS;Galicia: Rías Altas (A Coruña);RESIDENCIA/ORIGEN;Residentes en España;Concepto turístico;Viajero;2024M10;421
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;ZONAS TURÍSTICAS;Galicia: Rías Altas (A Coruña);RESIDENCIA/ORIGEN;Residentes en España;Concepto turístico;Viajero;2024M09;965
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;ZONAS TURÍSTICAS;Galicia: Rías Altas (A Coruña);RESIDENCIA/ORIGEN;Residentes en España;Concepto turístico;Viajero;2024M08;1.774
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;ZONAS TURÍSTICAS;Galicia: Rías Altas (A Coruña);RESIDENCIA/ORIGEN;Residentes en España;Concepto turístico;Viajero;2024M07;1.493
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;ZONAS TURÍSTICAS;Galicia: Rías Altas (A Coruña);RESIDENCIA/ORIGEN;Residentes en España;Concepto turístico;Viajero;2024M06;710
