Variable1;Valor1;Variable2;Valor2;Variable3;Valor3;Variable4;Valor4;Variable5;Valor5;PERIODO;VALOR
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;ZONAS TURÍSTICAS;Andalucía: Costa De Almería;RESIDENCIA/ORIGEN;Residentes en España;Concepto turístico;Viajero;2025M11;.
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;ZONAS TURÍSTICAS;Andalucía: Costa De Almería;RESIDENCIA/ORIGEN;Residentes en España;Concepto turístico;Viajero;2025M10;822
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;ZONAS TURÍSTICAS;Andalucía: Costa De Almería;RESIDENCIA/ORIGEN;Residentes en España;Concepto turístico;Viajero;2025M09;1.062
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;ZONAS TURÍSTICAS;Andalucía: Costa De Almería;RESIDENCIA/ORIGEN;Residentes en España;Concepto turístico;Viajero;2025M08;2.035
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;ZONAS TURÍSTICAS;Andalucía: Costa De Almería;RESIDENCIA/ORIGEN;Residentes en España;Concepto turístico;Viajero;2025M07;1.780
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;ZONAS TURÍSTICAS;Andalucía: Costa De Almería;RESIDENCIA/ORIGEN;Residentes en España;Concepto turístico;Viajero;2025M06;1.129
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;ZONAS TURÍSTICAS;Andalucía: Costa De Almería;RESIDENCIA/ORIGEN;Residentes en España;Concepto turístico;Viajero;2025M05;592
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;ZONAS TURÍSTICAS;Andalucía: Costa De Almería;RESIDENCIA/ORIGEN;Residentes en España;Concepto turístico;Viajero;2025M04;712
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;ZONAS TURÍSTICAS;Andalucía: Costa De Almería;RESIDENCIA/ORIGEN;Residentes en España;Concepto turístico;Viajero;2025M03;547
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;ZONAS TURÍSTICAS;Andalucía: Costa De Almería;RESIDENCIA/ORIGEN;Residentes en España;Concepto turístico;Viajero;2025M02;.
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;ZONAS TURÍSTICAS;Andalucía: Costa De Almería;RESIDENCIA/ORIGEN;Residentes en España;Concepto turístico;Viajero;2025M01;.
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;ZONAS TURÍSTICAS;Andalucía: Costa De Almería;RESIDENCIA/ORIGEN;Residentes en España;Concepto turístico;Viajero;2024M12;.
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;ZONAS TURÍSTICAS;Andalucía: Costa De Almería;RESIDENCIA/ORIGEN;Residentes en España;Concepto turístico;Viajero;2024M11;.
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;ZONAS TURÍSTICAS;Andalucía: Costa De Almería;RESIDENCIA/ORIGEN;Residentes en España;Concepto turístico;Viajero;2024M10;476
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;ZONAS TURÍSTICAS;Andalucía: Costa De Almería;RESIDENCIA/ORIGEN;Residentes en España;Concepto turístico;Viajero;2024M09;1.228
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;ZONAS TURÍSTICAS;Andalucía: Costa De Almería;RESIDENCIA/ORIGEN;Residentes en España;Concepto turístico;Viajero;2024M08;2.540
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;ZONAS TURÍSTICAS;Andalucía: Costa De Almería;RESIDENCIA/ORIGEN;Residentes en España;Concepto turístico;Viajero;2024M07;1.424
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;ZONAS TURÍSTICAS;Andalucía: Costa De Almería;RESIDENCIA/ORIGEN;Residentes en España;Concepto turístico;Viajero;2024M06;1.018
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;ZONAS TURÍSTICAS;Andalucía: Costa De Almería;RESIDENCIA/ORIGEN;Residentes en España;Concepto turístico;Viajero;2024M05;1.092
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;ZONAS TURÍSTICAS;Andalucía: Costa De Almería;RESIDENCIA/ORIGEN;Residentes en España;Concepto turístico;Viajero;2024M04;732
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;ZONAS TURÍSTICAS;Andalucía: Costa De Almería;RESIDENCIA/ORIGEN;Residentes en España;Concepto turístico;Viajero;2024M03;967
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;ZONAS TURÍSTICAS;Andalucía: Costa De Almería;RESIDENCIA/ORIGEN;Residentes en España;Concepto turístico;Viajero;2024M02;823
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;ZONAS TURÍSTICAS;Andalucía: Costa De Almería;RESIDENCIA/ORIGEN;Residentes en España;Concepto turístico;Viajero;2024M01;297
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;ZONAS TURÍSTICAS;Asturias (Principado De): Costa Verde;RESIDENCIA/ORIGEN;Residentes en España;Concepto turístico;Viajero;2025M11;5.613
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;ZONAS TURÍSTICAS;Asturias (Principado De): Costa Verde;RESIDENCIA/ORIGEN;Residentes en España;Concepto turístico;Viajero;2025M10;8.080
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;ZONAS TURÍSTICAS;Asturias (Principado De): Costa Verde;RESIDENCIA/ORIGEN;Residentes en España;Concepto turístico;Viajero;2025M09;14.867
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;ZONAS TURÍSTICAS;Asturias (Principado De): Costa Verde;RESIDENCIA/ORIGEN;Residentes en España;Concepto turístico;Viajero;2025M08;24.550
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;ZONAS TURÍSTICAS;Asturias (Principado De): Costa Verde;RESIDENCIA/ORIGEN;Residentes en España;Concepto turístico;Viajero;2025M07;22.168
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;ZONAS TURÍSTICAS;Asturias (Principado De): Costa Verde;RESIDENCIA/ORIGEN;Residentes en España;Concepto turístico;Viajero;2025M06;11.859
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;ZONAS TURÍSTICAS;Asturias (Principado De): Costa Verde;RESIDENCIA/ORIGEN;Residentes en España;Concepto turístico;Viajero;2025M05;6.952
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;ZONAS TURÍSTICAS;Asturias (Principado De): Costa Verde;RESIDENCIA/ORIGEN;Residentes en España;Concepto turístico;Viajero;2025M04;11.001
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;ZONAS TURÍSTICAS;Asturias (Principado De): Costa Verde;RESIDENCIA/ORIGEN;Residentes en España;Concepto turístico;Viajero;2025M03;6.530
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;ZONAS TURÍSTICAS;Asturias (Principado De): Costa Verde;RESIDENCIA/ORIGEN;Residentes en España;Concepto turístico;Viajero;2025M02;4.105
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;ZONAS TURÍSTICAS;Asturias (Principado De): Costa Verde;RESIDENCIA/ORIGEN;Residentes en España;Concepto turístico;Viajero;2025M01;2.030
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;ZONAS TURÍSTICAS;Asturias (Principado De): Costa Verde;RESIDENCIA/ORIGEN;Residentes en España;Concepto turístico;Viajero;2024M12;4.130
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;ZONAS TURÍSTICAS;Asturias (Principado De): Costa Verde;RESIDENCIA/ORIGEN;Residentes en España;Concepto turístico;Viajero;2024M11;4.410
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;ZONAS TURÍSTICAS;Asturias (Principado De): Costa Verde;RESIDENCIA/ORIGEN;Residentes en España;Concepto turístico;Viajero;2024M10;7.559
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;ZONAS TURÍSTICAS;Asturias (Principado De): Costa Verde;RESIDENCIA/ORIGEN;Residentes en España;Concepto turístico;Viajero;2024M09;11.428
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;ZONAS TURÍSTICAS;Asturias (Principado De): Costa Verde;RESIDENCIA/ORIGEN;Residentes en España;Concepto turístico;Viajero;2024M08;23.107
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;ZONAS TURÍSTICAS;Asturias (Principado De): Costa Verde;RESIDENCIA/ORIGEN;Residentes en España;Concepto turístico;Viajero;2024M07;20.148
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;ZONAS TURÍSTICAS;Asturias (Principado De): Costa Verde;RESIDENCIA/ORIGEN;Residentes en España;Concepto turístico;Viajero;2024M06;10.427
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;ZONAS TURÍSTICAS;Asturias (Principado De): Costa Verde;RESIDENCIA/ORIGEN;Residentes en España;Concepto turístico;Viajero;2024M05;8.766
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;ZONAS TURÍSTICAS;Asturias (Principado De): Costa Verde;RESIDENCIA/ORIGEN;Residentes en España;Concepto turístico;Viajero;2024M04;6.255
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;ZONAS TURÍSTICAS;Asturias (Principado De): Costa Verde;RESIDENCIA/ORIGEN;Residentes en España;Concepto turístico;Viajero;2024M03;8.317
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;ZONAS TURÍSTICAS;Asturias (Principado De): Costa Verde;RESIDENCIA/ORIGEN;Residentes en España;Concepto turístico;Viajero;2024M02;2.062
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;ZONAS TURÍSTICAS;Asturias (Principado De): Costa Verde;RESIDENCIA/ORIGEN;Residentes en España;Concepto turístico;Viajero;2024M01;2.424
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;ZONAS TURÍSTICAS;Asturias (Principado De): Costa Verde;RESIDENCIA/ORIGEN;Residentes en España;Concepto turístico;Viajero;2023M12;4.622
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;ZONAS TURÍSTICAS;Asturias (Principado De): Costa Verde;RESIDENCIA/ORIGEN;Residentes en España;Concepto turístico;Viajero;2023M11;3.688
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;ZONAS TURÍSTICAS;Asturias (Principado De): Costa Verde;RESIDENCIA/ORIGEN;Residentes en España;Concepto turístico;Viajero;2023M10;7.369
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;ZONAS TURÍSTICAS;Asturias (Principado De): Costa Verde;RESIDENCIA/ORIGEN;Residentes en España;Concepto turístico;Viajero;2023M09;10.848
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;ZONAS TURÍSTICAS;Asturias (Principado De): Costa Verde;RESIDENCIA/ORIGEN;Residentes en España;Concepto turístico;Viajero;2023M08;24.403
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;ZONAS TURÍSTICAS;Asturias (Principado De): Costa Verde;RESIDENCIA/ORIGEN;Residentes en España;Concepto turístico;Viajero;2023M07;21.294
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;ZONAS TURÍSTICAS;Asturias (Principado De): Costa Verde;RESIDENCIA/ORIGEN;Residentes en España;Concepto turístico;Viajero;2023M06;10.664
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;ZONAS TURÍSTICAS;Asturias (Principado De): Costa Verde;RESIDENCIA/ORIGEN;Residentes en España;Concepto turístico;Viajero;2023M05;6.796
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;ZONAS TURÍSTICAS;Asturias (Principado De): Costa Verde;RESIDENCIA/ORIGEN;Residentes en España;Concepto turístico;Viajero;2023M04;12.236
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;ZONAS TURÍSTICAS;Asturias (Principado De): Costa Verde;RESIDENCIA/ORIGEN;Residentes en España;Concepto turístico;Viajero;2023M03;3.306
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;ZONAS TURÍSTICAS;Asturias (Principado De): Costa Verde;RESIDENCIA/ORIGEN;Residentes en España;Concepto turístico;Viajero;2023M02;2.224
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;ZONAS TURÍSTICAS;Asturias (Principado De): Costa Verde;RESIDENCIA/ORIGEN;Residentes en España;Concepto turístico;Viajero;2023M01;2.166
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;ZONAS TURÍSTICAS;Asturias (Principado De): Costa Verde;RESIDENCIA/ORIGEN;Residentes en España;Concepto turístico;Viajero;2022M12;5.694
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;ZONAS TURÍSTICAS;Asturias (Principado De): Costa Verde;RESIDENCIA/ORIGEN;Residentes en España;Concepto turístico;Viajero;2022M11;2.959
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;ZONAS TURÍSTICAS;Asturias (Principado De): Costa Verde;RESIDENCIA/ORIGEN;Residentes en España;Concepto turístico;Viajero;2022M10;6.662
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;ZONAS TURÍSTICAS;Asturias (Principado De): Costa Verde;RESIDENCIA/ORIGEN;Residentes en España;Concepto turístico;Viajero;2022M09;11.130
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;ZONAS TURÍSTICAS;Asturias (Principado De): Costa Verde;RESIDENCIA/ORIGEN;Residentes en España;Concepto turístico;Viajero;2022M08;25.947
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;ZONAS TURÍSTICAS;Asturias (Principado De): Costa Verde;RESIDENCIA/ORIGEN;Residentes en España;Concepto turístico;Viajero;2022M07;20.226
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;ZONAS TURÍSTICAS;Asturias (Principado De): Costa Verde;RESIDENCIA/ORIGEN;Residentes en España;Concepto turístico;Viajero;2022M06;8.788
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;ZONAS TURÍSTICAS;Asturias (Principado De): Costa Verde;RESIDENCIA/ORIGEN;Residentes en España;Concepto turístico;Viajero;2022M05;5.659
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;ZONAS TURÍSTICAS;Asturias (Principado De): Costa Verde;RESIDENCIA/ORIGEN;Residentes en España;Concepto turístico;Viajero;2022M04;8.723
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;ZONAS TURÍSTICAS;Asturias (Principado De): Costa Verde;RESIDENCIA/ORIGEN;Residentes en España;Concepto turístico;Viajero;2022M03;2.418
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;ZONAS TURÍSTICAS;Asturias (Principado De): Costa Verde;RESIDENCIA/ORIGEN;Residentes en España;Concepto turístico;Viajero;2022M02;3.362
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;ZONAS TURÍSTICAS;Asturias (Principado De): Costa Verde;RESIDENCIA/ORIGEN;Residentes en España;Concepto turístico;Viajero;2022M01;1.953
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;ZONAS TURÍSTICAS;Asturias (Principado De): Costa Verde;RESIDENCIA/ORIGEN;Residentes en España;Concepto turístico;Viajero;2021M12;6.526
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;ZONAS TURÍSTICAS;Asturias (Principado De): Costa Verde;RESIDENCIA/ORIGEN;Residentes en España;Concepto turístico;Viajero;2021M11;3.321
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;ZONAS TURÍSTICAS;Asturias (Principado De): Costa Verde;RESIDENCIA/ORIGEN;Residentes en España;Concepto turístico;Viajero;2021M10;12.112
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;ZONAS TURÍSTICAS;Asturias (Principado De): Costa Verde;RESIDENCIA/ORIGEN;Residentes en España;Concepto turístico;Viajero;2021M09;15.186
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;ZONAS TURÍSTICAS;Asturias (Principado De): Costa Verde;RESIDENCIA/ORIGEN;Residentes en España;Concepto turístico;Viajero;2021M08;26.794
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;ZONAS TURÍSTICAS;Asturias (Principado De): Costa Verde;RESIDENCIA/ORIGEN;Residentes en España;Concepto turístico;Viajero;2021M07;21.188
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;ZONAS TURÍSTICAS;Asturias (Principado De): Costa Verde;RESIDENCIA/ORIGEN;Residentes en España;Concepto turístico;Viajero;2021M06;12.722
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;ZONAS TURÍSTICAS;Asturias (Principado De): Costa Verde;RESIDENCIA/ORIGEN;Residentes en España;Concepto turístico;Viajero;2021M05;4.601
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;ZONAS TURÍSTICAS;Asturias (Principado De): Costa Verde;RESIDENCIA/ORIGEN;Residentes en España;Concepto turístico;Viajero;2021M04;786
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;ZONAS TURÍSTICAS;Asturias (Principado De): Costa Verde;RESIDENCIA/ORIGEN;Residentes en España;Concepto turístico;Viajero;2021M03;.
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;ZONAS TURÍSTICAS;Asturias (Principado De): Costa Verde;RESIDENCIA/ORIGEN;Residentes en España;Concepto turístico;Viajero;2021M02;.
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;ZONAS TURÍSTICAS;Asturias (Principado De): Costa Verde;RESIDENCIA/ORIGEN;Residentes en España;Concepto turístico;Viajero;2021M01;.
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;ZONAS TURÍSTICAS;Asturias (Principado De): Costa Verde;RESIDENCIA/ORIGEN;Residentes en España;Concepto turístico;Viajero;2020M12;78
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;ZONAS TURÍSTICAS;Asturias (Principado De): Costa Verde;RESIDENCIA/ORIGEN;Residentes en España;Concepto turístico;Viajero;2020M11;.
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;ZONAS TURÍSTICAS;Asturias (Principado De): Costa Verde;RESIDENCIA/ORIGEN;Residentes en España;Concepto turístico;Viajero;2020M10;4.726
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;ZONAS TURÍSTICAS;Asturias (Principado De): Costa Verde;RESIDENCIA/ORIGEN;Residentes en España;Concepto turístico;Viajero;2020M09;11.977
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;ZONAS TURÍSTICAS;Asturias (Principado De): Costa Verde;RESIDENCIA/ORIGEN;Residentes en España;Concepto turístico;Viajero;2020M08;23.858
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;ZONAS TURÍSTICAS;Asturias (Principado De): Costa Verde;RESIDENCIA/ORIGEN;Residentes en España;Concepto turístico;Viajero;2020M07;20.311
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;ZONAS TURÍSTICAS;Asturias (Principado De): Costa Verde;RESIDENCIA/ORIGEN;Residentes en España;Concepto turístico;Viajero;2020M06;.
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;ZONAS TURÍSTICAS;Asturias (Principado De): Costa Verde;RESIDENCIA/ORIGEN;Residentes en España;Concepto turístico;Viajero;2020M05;.
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;ZONAS TURÍSTICAS;Asturias (Principado De): Costa Verde;RESIDENCIA/ORIGEN;Residentes en España;Concepto turístico;Viajero;2020M04;.
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;ZONAS TURÍSTICAS;Asturias (Principado De): Costa Verde;RESIDENCIA/ORIGEN;Residentes en España;Concepto turístico;Viajero;2020M03;703
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;ZONAS TURÍSTICAS;Asturias (Principado De): Costa Verde;RESIDENCIA/ORIGEN;Residentes en España;Concepto turístico;Viajero;2020M02;2.831
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;ZONAS TURÍSTICAS;Asturias (Principado De): Costa Verde;RESIDENCIA/ORIGEN;Residentes en España;Concepto turístico;Viajero;2020M01;1.563
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;ZONAS TURÍSTICAS;Asturias (Principado De): Costa Verde;RESIDENCIA/ORIGEN;Residentes en España;Concepto turístico;Viajero;2019M12;7.442
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;ZONAS TURÍSTICAS;Asturias (Principado De): Costa Verde;RESIDENCIA/ORIGEN;Residentes en España;Concepto turístico;Viajero;2019M11;3.460
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;ZONAS TURÍSTICAS;Asturias (Principado De): Costa Verde;RESIDENCIA/ORIGEN;Residentes en España;Concepto turístico;Viajero;2019M10;4.957
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;ZONAS TURÍSTICAS;Asturias (Principado De): Costa Verde;RESIDENCIA/ORIGEN;Residentes en España;Concepto turístico;Viajero;2019M09;9.904
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;ZONAS TURÍSTICAS;Asturias (Principado De): Costa Verde;RESIDENCIA/ORIGEN;Residentes en España;Concepto turístico;Viajero;2019M08;19.224
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;ZONAS TURÍSTICAS;Asturias (Principado De): Costa Verde;RESIDENCIA/ORIGEN;Residentes en España;Concepto turístico;Viajero;2019M07;15.706
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;ZONAS TURÍSTICAS;Asturias (Principado De): Costa Verde;RESIDENCIA/ORIGEN;Residentes en España;Concepto turístico;Viajero;2019M06;10.522
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;ZONAS TURÍSTICAS;Asturias (Principado De): Costa Verde;RESIDENCIA/ORIGEN;Residentes en España;Concepto turístico;Viajero;2019M05;7.281
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;ZONAS TURÍSTICAS;Asturias (Principado De): Costa Verde;RESIDENCIA/ORIGEN;Residentes en España;Concepto turístico;Viajero;2019M04;9.333
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;ZONAS TURÍSTICAS;Asturias (Principado De): Costa Verde;RESIDENCIA/ORIGEN;Residentes en España;Concepto turístico;Viajero;2019M03;3.331
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;ZONAS TURÍSTICAS;Asturias (Principado De): Costa Verde;RESIDENCIA/ORIGEN;Residentes en España;Concepto turístico;Viajero;2019M02;2.762
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;ZONAS TURÍSTICAS;Asturias (Principado De): Costa Verde;RESIDENCIA/ORIGEN;Residentes en España;Concepto turístico;Viajero;2019M01;2.076
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;ZONAS TURÍSTICAS;Asturias (Principado De): Costa Verde;RESIDENCIA/ORIGEN;Residentes en España;Concepto turístico;Viajero;2018M12;6.428
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;ZONAS TURÍSTICAS;Asturias (Principado De): Costa Verde;RESIDENCIA/ORIGEN;Residentes en España;Concepto turístico;Viajero;2018M11;3.672
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;ZONAS TURÍSTICAS;Asturias (Principado De): Costa Verde;RESIDENCIA/ORIGEN;Residentes en España;Concepto turístico;Viajero;2018M10;6.186
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;ZONAS TURÍSTICAS;Asturias (Principado De): Costa Verde;RESIDENCIA/ORIGEN;Residentes en España;Concepto turístico;Viajero;2018M09;10.770
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;ZONAS TURÍSTICAS;Asturias (Principado De): Costa Verde;RESIDENCIA/ORIGEN;Residentes en España;Concepto turístico;Viajero;2018M08;22.908
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;ZONAS TURÍSTICAS;Asturias (Principado De): Costa Verde;RESIDENCIA/ORIGEN;Residentes en España;Concepto turístico;Viajero;2018M07;16.958
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;ZONAS TURÍSTICAS;Asturias (Principado De): Costa Verde;RESIDENCIA/ORIGEN;Residentes en España;Concepto turístico;Viajero;2018M06;7.744
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;ZONAS TURÍSTICAS;Asturias (Principado De): Costa Verde;RESIDENCIA/ORIGEN;Residentes en España;Concepto turístico;Viajero;2018M05;5.727
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;ZONAS TURÍSTICAS;Asturias (Principado De): Costa Verde;RESIDENCIA/ORIGEN;Residentes en España;Concepto turístico;Viajero;2018M04;6.359
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;ZONAS TURÍSTICAS;Asturias (Principado De): Costa Verde;RESIDENCIA/ORIGEN;Residentes en España;Concepto turístico;Viajero;2018M03;5.838
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;ZONAS TURÍSTICAS;Asturias (Principado De): Costa Verde;RESIDENCIA/ORIGEN;Residentes en España;Concepto turístico;Viajero;2018M02;1.556
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;ZONAS TURÍSTICAS;Asturias (Principado De): Costa Verde;RESIDENCIA/ORIGEN;Residentes en España;Concepto turístico;Viajero;2018M01;907
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;ZONAS TURÍSTICAS;Asturias (Principado De): Costa Verde;RESIDENCIA/ORIGEN;Residentes en España;Concepto turístico;Viajero;2017M12;6.627
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;ZONAS TURÍSTICAS;Asturias (Principado De): Costa Verde;RESIDENCIA/ORIGEN;Residentes en España;Concepto turístico;Viajero;2017M11;1.155
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;ZONAS TURÍSTICAS;Asturias (Principado De): Costa Verde;RESIDENCIA/ORIGEN;Residentes en España;Concepto turístico;Viajero;2017M10;5.955
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;ZONAS TURÍSTICAS;Asturias (Principado De): Costa Verde;RESIDENCIA/ORIGEN;Residentes en España;Concepto turístico;Viajero;2017M09;10.621
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;ZONAS TURÍSTICAS;Asturias (Principado De): Costa Verde;RESIDENCIA/ORIGEN;Residentes en España;Concepto turístico;Viajero;2017M08;23.525
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;ZONAS TURÍSTICAS;Asturias (Principado De): Costa Verde;RESIDENCIA/ORIGEN;Residentes en España;Concepto turístico;Viajero;2017M07;19.338
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;ZONAS TURÍSTICAS;Asturias (Principado De): Costa Verde;RESIDENCIA/ORIGEN;Residentes en España;Concepto turístico;Viajero;2017M06;9.083
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;ZONAS TURÍSTICAS;Asturias (Principado De): Costa Verde;RESIDENCIA/ORIGEN;Residentes en España;Concepto turístico;Viajero;2017M05;5.208
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;ZONAS TURÍSTICAS;Asturias (Principado De): Costa Verde;RESIDENCIA/ORIGEN;Residentes en España;Concepto turístico;Viajero;2017M04;10.188
